DCF,descdepto,descclase,descfamilia
27245,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,DECORATIVOS                   
27246,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,SELFIESTICK                   
27247,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,PROTECTORES DE CAMARA         
27248,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,ACCESORIOS AIRPODS            
27259,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,ARO DE LUZ                    
27261,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,ACCESORIOS WATCH              
27262,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,CORREAS                       
27264,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,IMPRESORAS PORTATILES         
27266,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,TECLADOS                      
27267,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,MICROFONOS                    
27302,ELECTRONICA                   ,ACCESORIOS CELULARES APPLE    ,APPLE WATCH                   
27501,ELECTRONICA                   ,AUDIO PERSONAL                ,TRUE WIRELESS PREMIUM         
27502,ELECTRONICA                   ,AUDIO PERSONAL                ,TRUE WIRELESS BASICOS         
27503,ELECTRONICA                   ,AUDIO PERSONAL                ,ALAMBRICOS                    
27603,ELECTRONICA                   ,WEARABLES                     ,SMARTWATCH                    
27604,ELECTRONICA                   ,WEARABLES                     ,ANILLOS                       
27605,ELECTRONICA                   ,WEARABLES                     ,MIFI / ROUTER                 
27904,ELECTRONICA                   ,TABLETS                       ,MIFI / ROUTER                 
28214,ELECTRONICA                   ,COLECCIONES                   ,SET DE ACCESORIOS             
28215,ELECTRONICA                   ,COLECCIONES                   ,CORREAS                       
28216,ELECTRONICA                   ,COLECCIONES                   ,ORGANIZADOR DE CABLES         
28218,ELECTRONICA                   ,COLECCIONES                   ,POWERBANKS                    
29562,ELECTRONICA                   ,PROTECCION                    ,VARIOS                        
29563,ELECTRONICA                   ,PROTECCION                    ,ARO DE LUZ COPPEL.COM         
29577,ELECTRONICA                   ,PROTECCION                    ,APPLE AIRTAG Y ACCESORIOS     
29578,ELECTRONICA                   ,PROTECCION                    ,ESTABILIZADORES               
29579,ELECTRONICA                   ,PROTECCION                    ,SOPORTES DE BICICLETA         
30306,MUEBLE SUELTO                 ,COLCHON CUNA                  ,CAMA CUNA                     
30310,MUEBLE SUELTO                 ,COLCHON CUNA                  ,CUNA VIAJERA                  
31305,MUEBLE SUELTO                 ,MUEBLE DE OFICINA         BAJA,ESCRITORIO                BAJA
31310,MUEBLE SUELTO                 ,MUEBLE DE OFICINA         BAJA,LIBRERO                   BAJA
31315,MUEBLE SUELTO                 ,MUEBLE DE OFICINA         BAJA,SILLA OFICINA             BAJA
31320,MUEBLE SUELTO                 ,MUEBLE DE OFICINA         BAJA,BANCO DE OFICINA          BAJA
33210,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,ESCRITORIO MADERA             
33216,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,PORTA CD                      
35403,MUEBLE SUELTO                 ,MUEBLES SALA ARMADO           ,BAUL/TABURETES ARMADO 1       
35601,MUEBLE SUELTO                 ,MUEBLES DE OFICINA ARMADO     ,ESCRITORIOS ARMADO            
35602,MUEBLE SUELTO                 ,MUEBLES DE OFICINA ARMADO     ,LIBREROS ARMADO               
35603,MUEBLE SUELTO                 ,MUEBLES DE OFICINA ARMADO     ,SILLAS DE OFICINA ARMADO      
35801,MUEBLE SUELTO                 ,MUEBLES DE JARDIN ARMADO      ,BISTRO ARMADO                 
37901,MUEBLE SUELTO                 ,ACS CUNAS                 BAJA,ACCESORIOS P/CUNAS        BAJA
37902,MUEBLE SUELTO                 ,ACS CUNAS                 BAJA,FUTONES                   BAJA
40104,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,SILLON CLASICO                
44930,"SALAS, RECAMARAS, COMEDORES   ",PROYECTO ILUMINACION          ,LAMPARA DE PLAFONES           
44940,"SALAS, RECAMARAS, COMEDORES   ",PROYECTO ILUMINACION          ,LAMPARA EXTERIOR              
44945,"SALAS, RECAMARAS, COMEDORES   ",PROYECTO ILUMINACION          ,CANDIL CLASICO                
44946,"SALAS, RECAMARAS, COMEDORES   ",PROYECTO ILUMINACION          ,CANDIL CONTEMPORANEO          
45056,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,ILUMINACION MARKETPLACE       
46305,"SALAS, RECAMARAS, COMEDORES   ",MUEBLES PARA TV               ,CENTRO DE ENTRET CONTEMPO     
48301,"SALAS, RECAMARAS, COMEDORES   ",MQ COSER                      ,COSTURA RECTA                 
48310,"SALAS, RECAMARAS, COMEDORES   ",MQ COSER                      ,"FACILITA ZURCE,BORDA,PEGA BOT "
48315,"SALAS, RECAMARAS, COMEDORES   ",MQ COSER                      ,MECANICAS                     
48320,"SALAS, RECAMARAS, COMEDORES   ",MQ COSER                      ,MQUINAS DE COSER ESPECIALIZAD 
